#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-02T03:13:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c79f439a1c9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/239/2&tab:{J/ApJS/239/2/table2}&key:source=J/ApJS/239/2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/239/2/table2
#-order=I
#-out=TICID
#-out=RAJ2000
#-out=DEJ2000
#-out=Obslen
#-out=Vmag
#-out=Kmag
#-out=Jmag
#-out=Tmag
#-out=R*
#-out=Mass
#-out=Teff
#-out=Dist
#-out=sG
#-out=DetC
#-out=Perp
#-out=Rp
#-out=Nt
#-out=Ars
#-out=Ecc
#-out=Rprs
#-out=Impact
#-out=Dur
#-out=Obsdepth
#-out=Insol
#-out=Noise
#-out=SNR
#-out=2M
#2M=2M
#

#RESOURCE=yCat_22390002
#Name: J/ApJS/239/2
#Title: Simulated exoplanets from TESS list of targets (Barclay+, 2018)
#Table	J_ApJS_239_2_table2:
#Name: J/ApJS/239/2/table2
#Title: Planet and host star properties for every detected planet in our simulation
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	TICID	(I9)	[144875/471012687] TESS Input Catalog ID number of star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension, decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination, decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Obslen	(F5.1)	[27.4/356.2] Number of days that target is observed	[ucd=time.interval]
#Column	Vmag	(F6.3)	[4/20] V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Kmag	(F6.3)	[1.7/14.2] 2MASS Ks-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	Jmag	(F6.3)	[2.3/15] 2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Tmag	(F6.3)	[3.4/16.4] TESS bandpass magnitude	[ucd=phot.mag;em.opt.R]
#Column	R*	(F6.3)	[0.1/11.5] Stellar radius	[ucd=phys.size.radius]
#Column	Mass	(F6.3)	[0.06/2.5] Stellar mass	[ucd=phys.mass]
#Column	Teff	(F7.1)	[2763/11565] Stellar effective temperature	[ucd=phys.temperature]
#Column	Dist	(F9.3)	[2.5/15349]? Distance of the star	[ucd=pos.distance;pos.heliocentric]
#Column	sG	(I1)	[0/1] Was this star randomly selected to be a subgiant? 1=yes; 0=no	[ucd=meta.code]
#Column	DetC	(I1)	[0/1] Was this planet detected using the conservative model? 1=yes; 0=no	[ucd=meta.code]
#Column	Perp	(F9.6)	[0.5/99.4] Orbital period of the planet	[ucd=time.period]
#Column	Rp	(F6.3)	[0.6/22] Radius of the planet	[ucd=phys.size.radius]
#Column	Nt	(I3)	[2/425] Number of transits the planet has	[ucd=meta.number]
#Column	Ars	(F7.3)	[1/243.5] Planet semimajor axis scaled by the stellar radius	[ucd=phys.angSize.smajAxis]
#Column	Ecc	(F9.6)	[9e-06/0.5] Planet orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	Rprs	(F9.6)	[0.005/0.4] Planet radius scaled by the stellar radius	[ucd=phys.size.radius]
#Column	Impact	(F6.3)	[0/1] Planet impact parameter	[ucd=src.impactParam]
#Column	Dur	(F6.3)	[0.3/37.934] Planet transit duration	[ucd=time.duration]
#Column	Obsdepth	(F9.3)	[25.6/92074] The observed transit depth, corrected for dilution in parts per million	[ucd=src.var.amplitude]
#Column	Insol	(F10.3)	[0.06/242177] Insolation flux the planet receives relative to that received by the Earth from the Sun	[ucd=phot.flux;arith.ratio]
#Column	Noise	(F9.3)	[60/18605] The one-hour integrated noise level of the star in parts per million	[ucd=instr.det.noise]
#Column	SNR	(F8.3)	[7/1542] Combined signal-to-noise ratio of all transits	[ucd=stat.snr]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000|_DEJ2000|TICID|RAJ2000|DEJ2000|Obslen|Vmag|Kmag|Jmag|Tmag|R*|Mass|Teff|Dist|sG|DetC|Perp|Rp|Nt|Ars|Ecc|Rprs|Impact|Dur|Obsdepth|Insol|Noise|SNR|2M
185.2372000000|+67.1042300000|148908744|185.23720000|+67.104230000| 54.8|12.235|10.630|10.999|11.589| 1.087| 1.005| 5658.0|         |0|0|27.517965| 5.186|  2| 35.358| 0.064440| 0.043687| 0.481| 5.507| 1907.315|    34.193|  480.665|  13.169|2M
186.9467000000|+66.5848400000|148914827|186.94670000|+66.584840000| 54.8|10.998| 9.742|10.072|10.601| 1.278| 1.149| 6107.0|         |0|0|11.666276| 3.204|  5| 17.745| 0.000456| 0.022946| 0.326| 4.874|  523.192|   184.268|  274.424|   9.412|2M
188.9504000000|-33.6858300000|131001146|188.95040000|-33.685830000| 27.4|12.539|10.997|11.332|11.875| 1.252| 1.102| 5989.0|  419.969|0|1| 4.381871| 6.632|  6|  9.299| 0.138408| 0.048476| 0.160| 3.738| 2324.057|   620.677|  573.286|  19.199|2M
191.6902000000|-30.3682400000|131309837|191.69020000|-30.368240000| 27.4|11.332| 9.862|10.226|10.819| 2.049| 1.038| 5785.0|  202.630|1|1| 2.260429| 5.015| 13|  3.582| 0.014870| 0.022401| 0.214| 4.894|  495.962|  3641.192|  308.622|  12.818|2M
186.0725000000|-34.5301700000|170659366|186.07250000|-34.530170000| 27.4|11.694|10.181|10.515|11.045| 2.448| 1.104| 5993.0|         |1|0| 9.856917| 9.705|  2|  8.172| 0.032199| 0.036297| 0.679| 7.246| 1297.186|   805.823|  349.863|  14.115|2M
202.0328000000|+23.4272400000|149620329|202.03280000|+23.427240000| 27.4|12.121| 9.670|10.220|10.985| 0.860| 0.762| 4745.0|  134.020|0|0|16.688941| 3.224|  2| 29.207| 0.031563| 0.034334| 0.799| 2.866| 1178.853|    24.789|  338.280|   8.344|2M
180.1914000000|+31.3230300000|173081638|180.19140000|+31.323030000| 27.4|12.556|11.041|11.403|11.941| 1.138| 1.040| 5792.0|         |0|0|14.490343|18.560|  2| 22.266| 0.062991| 0.149253| 0.376| 5.402|22276.425|    94.690|  597.633| 122.517|2M
186.2968000000|+18.0846600000|135141232|186.29680000|+18.084660000| 27.4|11.521|10.295|10.632|11.189| 1.180| 1.182| 5830.0|  257.416|0|0| 7.169762| 3.837|  4| 14.023| 0.098852| 0.029765| 0.432| 3.656|  885.534|   245.041|  379.719|   8.919|2M
186.8009000000|-41.4808900000|135352694|186.80090000|-41.480890000| 27.4|11.677|10.248|10.522|10.990| 1.335| 1.199| 6220.0|         |0|1| 0.811431| 3.261| 34|  2.914| 0.071511| 0.022359| 0.046| 2.220|  496.109|  7351.026|  339.227|  12.705|2M
187.2205000000|-41.1719400000|135423513|187.22050000|-41.171940000| 27.4|11.032| 9.635| 9.921|10.377| 1.430| 1.286| 6405.0|         |0|1| 4.326389| 4.496|  6|  8.500| 0.191273| 0.028778| 0.543| 3.411|  821.320|   971.728|  244.104|  15.222|2M
183.7203000000|+43.9647200000|138182902|183.72030000|+43.964720000| 27.4|10.008| 8.511| 8.884| 9.426| 1.092| 1.027| 5670.0|  111.612|0|0|15.310170| 3.601|  2| 23.986| 0.013830| 0.030191| 0.753| 3.429|  911.189|    74.935|  154.887|  15.406|2M
183.2416000000|-09.5229970000|176909007|183.24160000|-09.522997000| 27.4|11.650| 9.999|10.365|10.975| 1.129| 1.033| 5767.0|         |0|0| 7.561370| 3.161|  4| 14.526| 0.060694| 0.025638| 0.297| 3.907|  656.304|   218.678|  336.396|   7.713|2M
188.6771000000|+35.8417800000|138975537|188.67710000|+35.841780000| 54.8|11.173| 9.622|10.033|10.649| 0.815| 1.008| 5673.0|  142.618|0|0| 2.136021| 2.195| 26|  8.592| 0.071441| 0.024666| 0.967| 0.647|  607.075|   585.184|  281.529|   8.843|2M
209.1109000000|-02.6958270000|176970257|209.11090000|-02.695827000| 27.4|14.082| 9.392|10.225|11.566| 0.426| 0.448| 3573.0|         |0|1| 6.396694| 2.767|  4| 26.057| 0.046565| 0.059460| 0.008| 1.987| 3535.514|    10.013|  474.034|  21.029|2M
209.1109000000|-02.6958270000|176970257|209.11090000|-02.695827000| 27.4|14.082| 9.392|10.225|11.566| 0.426| 0.448| 3573.0|         |0|0|14.488400| 2.424|  2| 44.940| 0.027534| 0.052085| 0.013| 2.591| 2712.808|     3.366|  474.034|  13.028|2M
185.1862000000|+32.8120400000|139093065|185.18620000|+32.812040000| 27.4|13.547|11.206|11.824|12.644| 0.612| 0.719| 4539.0|         |0|1| 2.793254| 7.251| 10| 12.229| 0.015550| 0.108529| 0.964| 0.958|11455.376|   118.405|  951.319|  37.274|2M
185.7869000000|+32.7004700000|139111108|185.78690000|+32.700470000| 54.8|13.224|10.206|10.961|11.988| 0.493| 0.590| 4224.0|         |0|0|13.829238| 2.227|  4| 41.296| 0.053269| 0.041384| 0.362| 2.498| 1710.541|     7.787|  615.730|   8.782|2M
208.4850000000|+31.2092700000|139125692|208.48500000|+31.209270000| 27.4|12.277|10.614|11.011|11.654| 0.917| 0.983| 5572.0|  250.078|0|0|22.405739| 4.527|  2| 36.278| 0.155638| 0.045197| 0.357| 4.635| 1566.321|    30.551|  500.021|   9.538|2M
204.5026000000|+66.8865000000|153990952|204.50260000|+66.886500000| 54.8| 9.583| 7.953| 8.331| 8.906| 1.899| 1.016| 5705.0|   76.745|1|0|36.927034| 6.035|  2| 24.717| 0.042578| 0.029093| 0.122|11.666|  846.237|    72.326|  124.783|  32.757|2M
198.2112000000|+49.1706900000|154222353|198.21120000|+49.170690000| 54.8|16.997|11.468|12.324|13.984| 0.274| 0.260| 3276.0|         |1|1|10.097543| 2.881|  6| 45.813| 0.040054| 0.096270| 0.030| 1.845| 9262.622|     2.289| 2559.940|  12.040|2M
198.2112000000|+49.1706900000|154222353|198.21120000|+49.170690000| 54.8|16.997|11.468|12.324|13.984| 0.274| 0.260| 3276.0|         |1|0|10.239595| 2.477|  5| 46.242| 0.065408| 0.082770| 0.031| 1.831| 6847.062|     2.247| 2559.940|   8.093|2M
209.9470000000|+53.1418400000|154256448|209.94700000|+53.141840000| 54.8|11.187| 9.522| 9.760|10.452| 1.377| 1.237| 6301.3|         |0|0|12.114593| 3.842|  4| 17.313| 0.042474| 0.025544| 0.906| 2.568|  644.779|   219.408|  253.760|   8.143|2M
186.5910000000|+75.6443800000|154492488|186.59100000|+75.644380000| 27.4|12.353|10.883|11.224|11.764| 1.206| 1.090| 5953.0|         |0|1| 3.252568| 8.133|  9|  7.887| 0.107109| 0.061751| 0.796| 2.226| 3805.816|   842.211|  534.976|  31.843|2M
182.6916000000|+85.7050800000|154840461|182.69160000|+85.705080000| 82.2| 8.773| 7.738| 7.965| 8.372| 1.859| 1.565| 7069.0|  152.588|0|1| 3.656985| 3.505| 22|  6.241| 0.002050| 0.017265| 0.450| 4.110|  298.014|  2674.292|  102.905|  27.538|2M
200.7332000000|+83.1408300000|155634247|200.73320000|+83.140830000| 82.2|10.486| 9.321| 9.563|10.000| 1.778| 1.474| 6828.0|  295.902|0|1|10.037023| 7.729|  8| 12.537| 0.028996| 0.039799| 0.687| 4.786| 1583.670|   576.827|  202.119|  48.485|2M
206.6117000000|+82.5297400000|155670136|206.61170000|+82.529740000| 82.2|10.520| 9.157| 9.474| 9.968| 1.083| 1.222| 6269.0|  159.908|0|1|10.115314| 2.305|  8| 19.442| 0.046147| 0.019489| 0.135| 4.019|  376.295|   170.443|  199.005|  10.721|2M
198.1558000000|+58.4492600000|157271585|198.15580000|+58.449260000| 27.4| 8.660| 7.402| 7.681| 8.145| 2.467| 1.166| 6186.0|   82.525|1|0| 7.630278| 3.826|  3|  6.961| 0.012943| 0.014199| 0.553| 7.159|  163.352|  1260.661|   95.764|   7.905|2M
203.1105000000|+60.9514500000|158448445|203.11050000|+60.951450000| 27.4|10.684| 9.475| 9.708|10.156| 1.662| 1.214| 6253.0|  286.904|0|0| 4.414823| 3.344|  7|  7.275| 0.011547| 0.018427| 0.412| 4.337|  339.022|  1204.959|  218.257|   8.559|2M
191.3214000000|+63.4116600000|159545951|191.32140000|+63.411660000| 54.8|16.643|11.175|12.011|13.637| 0.250| 0.231| 3224.0|         |0|0| 1.395159| 1.449| 40| 12.901| 0.166058| 0.053061| 0.589| 0.722| 2767.659|    27.078| 1958.154|   7.598|2M
195.2647000000|+50.9912900000|198100789|195.26470000|+50.991290000| 54.8|10.203| 8.841| 9.212| 9.723| 1.215| 1.097| 5974.0|         |0|0|10.310243| 2.497|  5| 16.925| 0.002889| 0.018815| 0.737| 3.280|  353.677|   185.473|  177.164|   8.084|2M
198.5473000000|+21.1433300000|199496312|198.54730000|+21.143330000| 27.4|10.350| 8.673| 9.040| 9.643| 3.589| 0.998| 5630.0|  200.594|1|1| 1.235121| 5.190| 22|  1.349| 0.080187| 0.013238| 0.136| 7.967|  174.612| 23022.128|  170.742|  13.539|2M
187.0448000000|+15.6186200000|241269285|187.04480000|+15.618620000| 27.4| 8.590| 7.462| 7.765| 8.165| 1.698| 1.298| 6430.0|  117.823|0|0|11.427462| 3.913|  2| 13.719| 0.170337| 0.021091| 0.186| 6.395|  444.750|   378.855|   96.349|  16.509|2M
186.8346000000|+12.3745900000|241266744|186.83460000|+12.374590000| 27.4|12.743|10.947|11.378|11.991| 1.010| 0.953| 5454.0|         |0|1| 4.447575| 5.859|  6| 11.094| 0.052483| 0.053115| 0.755| 2.257| 2799.968|   299.902|  616.907|  16.701|2M
204.5812000000|-48.9836600000|241350428|204.58120000|-48.983660000| 27.4|10.140| 8.713| 9.027| 9.556| 1.651| 1.063| 5872.0|  193.814|0|0| 7.835745| 3.511|  4| 10.263| 0.029707| 0.019464| 0.835| 3.427|  359.473|   470.813|  164.120|   8.110|2M
207.3893000000|-48.2426800000|241607110|207.38930000|-48.242680000| 27.4|12.166|10.864|11.131|11.619| 3.493| 1.594| 7149.0|         |1|0| 8.354564|11.216|  3|  5.797| 0.069531| 0.029397| 0.605| 9.260|  821.825|  3242.418|  489.483|   8.850|2M
208.1388000000|-53.2736400000|241688836|208.13880000|-53.273640000| 54.8|12.621|11.106|11.312|11.750| 3.934| 1.837| 7769.0|         |1|1| 1.302358|16.121| 42|  1.563| 0.146177| 0.037512| 0.276| 7.025| 1040.764| 62218.398|  530.366|  33.708|2M
201.6469000000|-38.6228200000|242083837|201.64690000|-38.622820000| 27.4|11.937|10.035|10.435|10.958| 2.031| 0.957| 5469.0|  236.831|1|1| 5.660842| 6.420|  5|  6.487| 0.088035| 0.028941| 0.703| 5.050|  813.645|   886.787|  333.223|  12.269|2M
207.1247000000|-01.2558230000|203216026|207.12470000|-01.255823000| 27.4|13.739|11.575|12.052|12.716| 0.990| 0.939| 5401.7|         |0|1| 3.422367| 5.520|  8|  9.455| 0.119712| 0.051048| 0.141| 2.886| 2600.021|   397.225|  999.950|  12.494|2M
202.6702000000|-44.7283300000|243158774|202.67020000|-44.728330000| 27.4|10.351| 9.083| 9.382| 9.840| 1.177| 1.141| 6088.0|  167.550|0|0|13.154424| 3.594|  2| 20.827| 0.187119| 0.027954| 0.941| 1.998|  730.592|   132.104|  187.167|   7.803|2M
195.0762000000|-27.4031200000|228969128|195.07620000|-27.403120000| 27.4|10.259| 8.773| 9.129| 9.656| 5.181| 1.122| 6040.0|  314.072|1|1| 3.792658| 8.971|  8|  2.053| 0.040886| 0.015851| 0.075|14.962|  251.117| 13167.801|  171.763|  15.995|2M
204.5075000000|-44.1092800000|243330052|204.50750000|-44.109280000| 27.4|10.382| 9.000| 9.358| 9.907| 1.381| 1.151| 6111.0|  187.928|0|1| 6.477085| 3.868|  4| 11.100| 0.078061| 0.025643| 0.066| 4.569|  647.971|   472.108|  193.242|  14.335|2M
206.1021000000|+63.7184200000|284183805|206.10210000|+63.718420000| 54.8| 8.630| 6.692| 7.170| 7.853| 2.094| 0.884| 5199.0|   89.981|0|0|17.776602| 2.512|  3| 13.140| 0.066191| 0.010984| 0.051|10.445|  120.562|   176.495|   88.122|   7.659|2M
206.2222000000|+60.9423500000|284184785|206.22220000|+60.942350000| 54.8|11.348|10.085|10.372|10.870| 2.400| 1.175| 6165.0|  544.244|0|1| 5.013492|10.587| 11|  5.422| 0.082759| 0.040391| 0.133| 7.336| 1630.883|  2049.787|  317.378|  46.161|2M
191.7019000000|+43.1517100000|207341633|191.70190000|+43.151710000| 54.8| 7.910| 6.813| 7.049| 7.472| 2.081| 1.337| 6489.5|  106.991|0|1| 4.113354|20.821| 14|  5.720| 0.040328| 0.091591| 0.791| 4.185| 8386.959|  2260.756|   80.336| 799.069|2M
201.5311000000|+57.1210900000|284757361|201.53110000|+57.121090000| 54.8|11.261| 9.378| 9.819|10.424| 0.949| 0.909| 5291.0|         |0|1| 2.366953| 3.385| 23|  7.631| 0.069801| 0.032657| 0.791| 1.583|  955.711|   561.343|  250.099|  23.055|2M
203.5435000000|+53.0176400000|286923640|203.54350000|+53.017640000| 54.8|14.738| 9.939|10.783|12.165| 0.363| 0.371| 3454.0|         |0|0| 8.225784| 1.672|  7| 33.958| 0.063039| 0.042181| 0.377| 1.798| 1756.738|     5.149|  690.046|   9.032|2M
203.5435000000|+53.0176400000|286923640|203.54350000|+53.017640000| 54.8|14.738| 9.939|10.783|12.165| 0.363| 0.371| 3454.0|         |0|1|17.221302| 2.436|  3| 55.573| 0.196493| 0.061426| 0.636| 2.012| 3725.489|     1.922|  690.046|  13.265|2M
208.0753000000|+44.4525100000|286944520|208.07530000|+44.452510000| 27.4|16.161|10.735|11.618|13.135| 0.366| 0.374| 3459.0|         |0|1| 6.717819| 3.455|  4| 29.505| 0.001972| 0.086426| 0.860| 1.156| 7077.089|     6.859| 1347.236|  11.294|2M
193.8644000000|+77.8536000000|232524628|193.86440000|+77.853600000| 54.8|12.117|10.484|10.883|11.442| 1.108| 1.019| 5714.0|  612.663|0|1| 4.344197| 9.257| 12| 10.178| 0.183639| 0.076481| 0.720| 2.618| 5791.339|   429.277|  440.145|  73.754|2M
194.0173000000|+73.7333100000|232525334|194.01730000|+73.733310000| 82.2|11.152|10.022|10.354|10.874| 2.545| 1.244| 6317.0|  285.206|1|0| 7.423558| 5.230| 11|  6.771| 0.143117| 0.018816| 0.526| 7.357|  352.408|  1448.679|  318.078|   9.967|2M
187.5281000000|-53.9400900000|288374204|187.52810000|-53.940090000| 27.4| 9.351| 7.551| 8.064| 8.650| 2.418| 1.227| 6280.0|  165.371|0|1| 6.233770| 3.975|  5|  6.314| 0.061485| 0.015051| 0.619| 6.114|  224.819|  1627.476|  113.317|  10.970|2M
209.0428000000|+48.3613600000|219065128|209.04280000|+48.361360000| 27.4| 8.370| 6.731| 7.091| 7.687| 1.233| 0.993| 5610.0|   56.434|0|1| 8.744277| 3.484|  3| 14.456| 0.153849| 0.025865| 0.209| 4.645|  666.642|   197.724|   84.453|  29.467|2M
194.6724000000|-58.0900400000|253128412|194.67240000|-58.090040000| 27.4|12.695|10.984|11.265|11.936| 1.885| 1.743| 7537.0|         |0|1| 2.738378| 9.014| 10|  5.261| 0.148820| 0.043780| 0.226| 4.081| 1240.030|  4864.037|  595.745|  13.297|2M
208.5975000000|-18.3021600000|219890172|208.59750000|-18.302160000| 27.4|11.991| 9.840|10.441|11.123| 0.847| 0.822| 4976.0|         |0|1| 5.154300| 6.636|  5| 13.897| 0.085549| 0.071742| 0.906| 1.625| 5079.771|   132.419|  365.661|  39.599|2M
187.8814000000|-59.5183500000|272589448|187.88140000|-59.518350000| 27.4|12.356|11.127|11.361|11.824| 2.099| 1.998| 8176.0|         |0|1| 0.985380|18.966| 28|  2.502| 0.074274| 0.082729| 0.442| 3.112| 3868.765| 29779.389|  555.287|  65.040|2M
198.6868000000|-57.5273400000|255960932|198.68680000|-57.527340000| 54.8|11.999|10.632|10.999|11.596| 1.613| 1.083| 5935.0|  461.513|0|1| 5.656250|20.498|  9|  8.511| 0.089247| 0.116365| 0.875| 3.542| 9706.886|   714.493|  482.705| 113.537|2M
188.9654000000|-59.7196700000|273591879|188.96540000|-59.719670000| 27.4|11.389| 9.638| 9.988|10.620| 1.554| 1.331| 6498.0|  282.203|0|1| 3.757594|15.037|  8|  7.199| 0.031106| 0.088559| 0.004| 4.357| 6034.748|  1434.803|  277.209| 128.526|2M
197.0803000000|-42.8874800000|258658500|197.08030000|-42.887480000| 27.4|12.201|10.594|10.905|11.480| 1.210| 1.093| 5963.0|  548.759|0|1| 3.741812| 4.715|  7|  8.636| 0.104584| 0.035664| 0.101| 3.420| 1170.216|   707.098|  450.207|  12.718|2M
207.6739000000|-44.9334300000|275771105|207.67390000|-44.933430000| 27.4|12.535|10.970|11.336|11.905| 1.193| 1.080| 5924.0|         |0|0| 4.772011| 4.817|  6| 10.261| 0.050725| 0.036965| 0.336| 3.492|  996.212|   487.939|  584.202|   7.806|2M
208.9039000000|+33.9894900000|320207553|208.90390000|+33.989490000| 27.4|12.011|10.186|10.523|11.069| 0.911| 0.935| 5858.0|  247.422|0|0| 4.344399| 2.548|  6| 12.028| 0.110430| 0.025606| 0.142| 2.806|  655.548|   339.552|  354.632|   7.585|2M
181.8165000000|-64.6817900000|380353942|181.81650000|-64.681790000| 54.8| 6.810| 5.552| 5.856| 6.345| 2.591| 1.656| 6327.5|   56.883|0|1|11.000375| 5.152|  5|  9.507| 0.081774| 0.018200| 0.679| 6.733|  324.570|   739.771|   67.314|  27.975|2M
205.6220000000|-64.8587900000|320708958|205.62200000|-64.858790000| 27.4|11.863|10.722|10.959|11.373| 1.671| 1.533| 6984.0|  535.576|0|1| 4.965174|12.288|  6|  8.455| 0.030362| 0.067325| 0.122| 4.770| 2678.202|  1388.179|  422.565|  33.907|2M
193.1863000000|+03.8908230000|380767301|193.18630000|+03.890823000| 27.4|12.538|11.171|11.464|11.966| 2.550| 1.136| 6144.0|         |1|0| 2.277184| 6.718| 12|  2.981| 0.164668| 0.024118| 0.218| 5.981|  578.506|  6688.816|  607.178|   8.072|2M
193.7310000000|+70.7231100000|341707436|193.73100000|+70.723110000| 54.8|11.534|10.127|10.417|10.860| 1.434| 1.079| 5923.0|  324.124|0|0|17.161107| 3.916|  4| 20.036| 0.018029| 0.025001| 0.521| 5.780|  612.255|   127.892|  315.637|   9.327|2M
182.5046000000|-64.0009700000|381257866|182.50460000|-64.000970000| 54.8| 9.263| 7.949| 8.445| 8.852| 1.889| 1.748| 7549.0| 1671.691|0|1| 2.537565| 3.772| 22|  4.993| 0.140252| 0.018278| 0.527| 3.420|  315.844|  5433.069|  122.200|  22.418|2M
188.7469000000|+36.3250500000|321453599|188.74690000|+36.325050000| 54.8| 8.087| 6.932| 7.183| 7.641| 2.291| 1.247| 6379.0|  126.106|0|1|14.859613| 3.132|  4| 11.954| 0.070482| 0.012518| 0.397| 8.861|  156.672|   483.355|   83.514|  11.168|2M
206.7423000000|-68.3461300000|343780965|206.74230000|-68.346130000| 27.4|11.704| 9.855|10.275|10.947| 1.157| 1.053| 5839.0|         |0|1| 4.859396| 6.163|  5| 10.618| 0.155960| 0.048755| 0.499| 3.232| 1863.263|   430.096|  331.190|  22.615|2M
191.2789000000|-84.6921500000|383382405|191.27890000|-84.692150000| 27.4|12.015|10.229|10.652|11.257| 2.309| 1.051| 5832.0|         |1|1| 2.547767| 6.233| 10|  3.458| 0.069737| 0.024715| 0.097| 5.830|  592.794|  4035.224|  394.904|  11.462|2M
204.6148000000|+02.3199450000|365203621|204.61480000|+02.319945000| 27.4| 9.110| 7.594| 7.970| 8.515| 1.252| 1.039| 5882.0|   90.239|0|0| 7.059816| 1.987|  4| 12.534| 0.115002| 0.014527| 0.063| 4.362|  210.925|   317.830|  108.015|   8.157|2M
204.6148000000|+02.3199450000|365203621|204.61480000|+02.319945000| 27.4| 9.110| 7.594| 7.970| 8.515| 1.252| 1.039| 5882.0|   90.239|0|1| 8.869241| 3.432|  3| 14.593| 0.010384| 0.025098| 0.068| 4.753|  629.598|   234.461|  108.015|  22.010|2M
188.5520000000|+03.2305000000|366755158|188.55200000|+03.230500000| 27.4|14.300| 9.831|10.650|11.920| 0.449| 0.476| 3615.0|         |1|1| 4.082360| 2.936|  6| 18.700| 0.124686| 0.059859| 0.620| 1.435| 3582.442|    20.372|  589.753|  17.826|2M
188.8994000000|-12.6481100000|386703756|188.89940000|-12.648110000| 27.4|11.654| 9.898|10.337|10.969| 1.073| 0.996| 5622.0|  250.524|0|1| 4.596590| 5.654|  6| 10.827| 0.013946| 0.048226| 0.458| 3.065| 2303.961|   355.474|  335.272|  29.469|2M
189.2276000000|-12.0161300000|386706614|189.22760000|-12.016130000| 27.4|11.888|10.363|10.727|11.262| 1.196| 1.082| 5930.0|         |0|0| 3.234950| 3.603|  8|  7.906| 0.082986| 0.027586| 0.012| 3.221|  722.892|   825.280|  396.050|   9.266|2M
202.7945000000|+25.6186000000|368128434|202.79450000|+25.618600000| 27.4|12.135|10.747|11.038|11.487| 1.929| 1.087| 5946.0|  581.538|0|1|11.461100|10.661|  3| 11.407| 0.056884| 0.050596| 0.295| 7.752| 2557.447|   400.733|  452.091|  27.280|2M
203.3132000000|+29.8213900000|368156986|203.31320000|+29.821390000| 27.4| 9.435| 7.986| 8.305| 8.864| 1.266| 1.062| 5870.0|  106.104|0|1| 1.698632| 2.930| 16|  4.832| 0.082000| 0.021194| 0.066| 2.758|  447.394|  2121.454|  122.766|  24.209|2M
190.5490000000|+18.3827600000|328839568|190.54900000|+18.382760000| 27.4|12.246|10.769|11.144|11.643| 1.370| 1.044| 5875.0|  423.169|0|1| 0.972188| 4.638| 29|  3.060| 0.049719| 0.031001| 0.637| 2.039|  930.552|  5306.016|  496.680|  14.408|2M
208.7010000000|+05.9268120000|388940910|208.70100000|+05.926812000| 27.4| 8.660| 7.108| 7.474| 8.039| 2.222| 1.033| 5758.5|  122.254|0|1| 7.213558| 3.428|  4|  7.152| 0.065923| 0.014126| 0.283| 7.534|  199.007|   896.807|   92.802|  11.772|2M
208.7010000000|+05.9268120000|388940910|208.70100000|+05.926812000| 27.4| 8.660| 7.108| 7.474| 8.039| 2.222| 1.033| 5758.5|  122.254|0|1| 4.100464|13.124|  6|  4.908| 0.066619| 0.054081| 0.190| 6.674| 2916.750|  1904.528|   92.802| 198.882|2M
205.0087000000|-19.2275300000|349133132|205.00870000|-19.227530000| 27.4| 9.949| 8.473| 8.783| 9.380| 3.349| 1.511| 6079.7|         |0|0|13.581786|14.001|  2|  8.210| 0.074815| 0.038269| 0.768| 8.882| 1445.833|   845.536|  151.799|  40.143|2M
189.9893000000|+39.4808800000|389788464|189.98930000|+39.480880000| 54.8| 9.925| 8.654| 8.947| 9.431| 1.858| 1.139| 6175.0|  224.680|0|1| 6.518437| 3.702|  8|  8.257| 0.001078| 0.018241| 0.079| 6.138|  332.725|   889.503|  155.228|  15.020|2M
